,Longitude,Latitude
0,111.69248511407059,29.150720567191247
1,112.4527853799396,25.66450771739646
2,110.61370427558025,28.766316511429448
3,111.98463745768224,25.949216225891938
4,112.53916690487087,25.322340421100748
5,113.54202562864913,26.03694437653857
6,111.88099811510095,26.523667133761098
7,111.39087598587038,25.357956627139714
8,110.76442442746703,27.767656564661557
9,110.8352413206063,27.335750784738327
10,109.97310614467109,28.23307696304647
11,110.5147184625439,27.625091370978378
12,110.80750948705803,26.85804853503395
13,113.03903866976975,26.89049437933965
14,110.17009469067409,27.828340248681652
15,113.55390837872741,27.919001345954264
16,112.92363675486743,26.80494343695365
17,111.35328986056894,25.657621640584278
18,113.49249895381008,25.452305995293266
19,111.25205534803138,28.5302326311663
20,111.83566096139712,26.042623603057194
21,110.67922680891085,28.341353910550346
22,112.00572381450915,28.07324023821218
23,111.55152874996188,25.74197233716835
24,113.48796709527582,25.59413832863613
25,110.8042964938548,26.742592766958026
26,110.45229634386963,28.250345620178766
27,110.9233128312536,26.80974498277509
28,112.88487774480609,25.326593855468584
29,113.68784532867912,26.768795254283784
30,112.29782969994969,27.02743795231597
31,110.0003807486173,27.95141726623943
32,110.43439382084365,29.087250145764788
33,112.90389680584443,25.10299896749651
34,112.65477149653444,25.794304966969104
35,111.78825660239072,26.446941634857243
36,110.88457035255078,27.29574455279097
37,112.81731628605841,26.95432353498756
38,111.66629379700858,26.445938826224406
39,111.74050168405942,25.60555995630189
40,111.22696032831252,26.698056875390947
41,110.53027759402315,26.575722641933883
42,110.92024873931065,28.394407744876233
43,111.31103513879228,25.921968710361387
44,112.14979961982266,25.09284806614062
45,113.02844127232052,25.98908881503393
46,112.78103841793087,27.83236165948381
47,111.87935140870758,26.41279542696973
48,111.12623962121704,25.21049036923229
49,110.75819096038282,27.42430770777567
50,111.83253047756736,28.897144651557305
51,110.65059730720782,28.65803312248843
52,111.78246422406238,27.731833906748665
53,110.69115071356637,28.107909734550105
54,112.41539718842802,26.915568116855624
55,112.62274472449792,27.93547117797686
56,112.43366870961071,26.90121750393999
57,110.8179807409898,26.589401928331775
58,110.57465927996647,29.180003103830412
59,111.7684505144711,27.300467956376
